original_glcm_Autocorrelation;original_glcm_ClusterProminence;original_glcm_ClusterShade;original_glcm_ClusterTendency;original_glcm_Contrast;original_glcm_Correlation;original_glcm_DifferenceAverage;original_glcm_DifferenceEntropy;original_glcm_DifferenceVariance;original_glcm_Id;original_glcm_Idm;original_glcm_Idmn;original_glcm_Idn;original_glcm_Imc1;original_glcm_Imc2;original_glcm_InverseVariance;original_glcm_JointAverage;original_glcm_JointEnergy;original_glcm_JointEntropy;original_glcm_MCC;original_glcm_MaximumProbability;original_glcm_SumAverage;original_glcm_SumEntropy;original_glcm_SumSquares;HasContrast
9,384;3035,65;207,844;20,685;0,842;0,922;0,32;1,004;0,738;0,89;0,881;0,994;0,976;-0,511;0,901;0,13;2,103;0,521;2,437;0,933;0,72;4,206;2,003;5,382;1
7,357;1981,918;141,492;15,267;0,84;0,896;0,307;0,974;0,744;0,895;0,886;0,994;0,977;-0,503;0,887;0,129;1,937;0,529;2,311;0,919;0,726;3,873;1,902;4,027;0
8,073;2021,107;143,495;16,258;0,788;0,908;0,329;1,043;0,678;0,881;0,872;0,994;0,975;-0,493;0,902;0,154;2,051;0,467;2,571;0,923;0,68;4,101;2,119;4,262;0
6,231;1784,314;126,901;13,02;0,705;0,897;0,248;0,832;0,642;0,915;0,909;0,995;0,982;-0,534;0,871;0,105;1,775;0,601;1,962;0,926;0,774;3,551;1,634;3,431;0
7,071;1897,832;135,957;14,626;0,848;0,89;0,318;0,999;0,745;0,891;0,881;0,994;0,976;-0,485;0,877;0,129;1,904;0,534;2,303;0,913;0,729;3,809;1,881;3,869;0
11,932;2677,62;179,3;23,196;1,827;0,854;0,639;1,542;1,413;0,799;0,775;0,987;0,953;-0,373;0,89;0,187;2,567;0,336;3,447;0,876;0,576;5,134;2,663;6,256;0
9,983;2732,238;183,725;20,658;1,526;0,862;0,508;1,328;1,264;0,84;0,823;0,99;0,963;-0,412;0,883;0,156;2,28;0,427;2,93;0,885;0,651;4,561;2,307;5,546;0
10,02;2474,079;168,465;19,811;0,709;0,931;0,291;0,957;0,622;0,891;0,885;0,995;0,978;-0,57;0,941;0,158;2,29;0,408;2,731;0,946;0,632;4,58;2,339;5,13;0
13,941;3105,561;208,296;27,671;1,211;0,916;0,463;1,285;0,993;0,842;0,828;0,991;0,965;-0,481;0,931;0,181;2,707;0,371;3,202;0,936;0,605;5,413;2,575;7,221;1
7,725;1681,045;126,531;15,193;0,942;0,883;0,401;1,188;0,779;0,856;0,844;0,993;0,97;-0,42;0,877;0,177;2,04;0,428;2,769;0,9;0,65;4,08;2,232;4,034;0
5,703;1456,756;109,416;11,625;0,714;0,884;0,264;0,882;0,642;0,907;0,9;0,995;0,98;-0,482;0,85;0,119;1,725;0,579;2,032;0,912;0,759;3,45;1,685;3,085;0
8,663;2379,533;165,13;18,222;1,693;0,83;0,528;1,341;1,41;0,841;0,822;0,989;0,962;-0,369;0,847;0,146;2,128;0,458;2,802;0,857;0,675;4,257;2,188;4,979;0
8,081;1794,116;133,429;16,06;0,809;0,904;0,349;1,088;0,685;0,872;0,862;0,994;0,973;-0,469;0,894;0,166;2,066;0,451;2,639;0,923;0,668;4,132;2,163;4,217;0
7,143;1583,425;119,041;14,056;0,786;0,894;0,338;1,068;0,67;0,875;0,866;0,994;0,974;-0,453;0,879;0,166;1,956;0,461;2,55;0,914;0,675;3,912;2,094;3,71;0
8,223;1820,818;134,935;16,265;0,851;0,901;0,361;1,11;0,719;0,868;0,858;0,994;0,973;-0,465;0,897;0,172;2,09;0,434;2,715;0,919;0,655;4,181;2,226;4,279;0
5,894;1538,282;114,926;12,152;0,721;0,888;0,268;0,889;0,648;0,907;0,899;0,995;0,98;-0,478;0,848;0,119;1,742;0,583;2,028;0,915;0,762;3,485;1,678;3,218;0
9,276;2017,217;143,539;17,968;1,701;0,827;0,626;1,531;1,305;0,799;0,776;0,988;0,954;-0,328;0,851;0,191;2,282;0,352;3,308;0,841;0,589;4,565;2,551;4,917;0
7,005;1818,792;131,842;14,312;0,908;0,881;0,354;1,083;0,781;0,877;0,866;0,994;0,973;-0,436;0,864;0,149;1,912;0,491;2,474;0,9;0,698;3,823;2,005;3,805;0
11,438;2292,933;158,915;21,385;0,873;0,922;0,404;1,2;0,707;0,846;0,836;0,994;0,969;-0,487;0,935;0,215;2,512;0,312;3,246;0,936;0,549;5,024;2,684;5,565;0
6,74;1700,001;124,281;13,626;0,763;0,894;0,292;0,954;0,675;0,894;0,887;0,995;0,978;-0,485;0,879;0,145;1,877;0,499;2,325;0,922;0,703;3,754;1,942;3,597;0
7,296;1805,386;132,015;14,781;0,946;0,88;0,359;1,092;0,815;0,875;0,864;0,993;0,973;-0,443;0,874;0,158;1,959;0,47;2,547;0,905;0,682;3,918;2,074;3,932;0
6,964;1648,732;121,944;13,851;0,797;0,891;0,331;1,049;0,686;0,879;0,87;0,994;0,975;-0,453;0,876;0,161;1,924;0,468;2,501;0,913;0,68;3,848;2,056;3,662;0
6,398;1877,495;132,825;13,398;0,729;0,897;0,257;0,858;0,661;0,911;0,904;0,995;0,981;-0,515;0,873;0,118;1,798;0,562;2,082;0,922;0,747;3,595;1,748;3,532;0
9,348;1959,517;142,34;17,795;0,75;0,919;0,271;0,893;0,674;0,903;0,898;0,995;0,98;-0,601;0,95;0,139;2,255;0,367;2,73;0,945;0,588;4,511;2,377;4,636;0
6,398;1877,495;132,825;13,398;0,729;0,897;0,257;0,858;0,661;0,911;0,904;0,995;0,981;-0,515;0,873;0,118;1,798;0,562;2,082;0,922;0,747;3,595;1,748;3,532;0
9,396;2174,204;152,703;18,253;0,734;0,923;0,309;0,997;0,636;0,883;0,876;0,995;0,976;-0,541;0,935;0,176;2,24;0,378;2,812;0,942;0,606;4,479;2,403;4,747;0
6,161;1611,871;118,372;12,593;0,79;0,882;0,292;0,945;0,703;0,898;0,89;0,995;0,978;-0,47;0,859;0,13;1,792;0,543;2,188;0,91;0,735;3,583;1,804;3,346;0
8,816;1977,78;142,64;17,4;1,445;0,847;0,542;1,408;1,147;0,821;0,802;0,99;0,96;-0,363;0,861;0,18;2,197;0,391;3,072;0,864;0,622;4,394;2,401;4,711;0
6,572;1782,92;128,955;13,567;0,748;0,896;0,279;0,919;0,668;0,901;0,894;0,995;0,979;-0,491;0,872;0,132;1,835;0,534;2,209;0,922;0,728;3,67;1,842;3,579;0
8,626;1855,366;136,061;16,744;0,938;0,894;0,407;1,203;0,77;0,851;0,84;0,993;0,969;-0,438;0,897;0,192;2,162;0,386;2,933;0,913;0,615;4,324;2,379;4,421;0
6,377;1573,975;116,165;12,768;0,693;0,897;0,28;0,935;0,613;0,897;0,89;0,995;0,979;-0,484;0,874;0,143;1,833;0,511;2,269;0,921;0,711;3,665;1,896;3,365;0
7,345;1764,473;127,783;14,577;0,809;0,895;0,344;1,077;0,689;0,873;0,864;0,994;0,974;-0,448;0,879;0,172;1,976;0,45;2,578;0,916;0,666;3,951;2,119;3,847;0
6,604;1714,534;126,554;13,629;0,861;0,881;0,321;1,006;0,756;0,889;0,88;0,994;0,976;-0,455;0,859;0,135;1,847;0,53;2,288;0,908;0,726;3,694;1,868;3,622;0
6,602;1636,747;120,377;13,239;0,719;0,897;0,301;0,984;0,627;0,889;0,881;0,995;0,977;-0,469;0,873;0,149;1,863;0,497;2,359;0,918;0,701;3,726;1,954;3,49;0
8,091;1777,064;130,649;15,74;0,838;0,899;0,395;1,189;0,68;0,853;0,841;0,994;0,97;-0,429;0,886;0,188;2,089;0,404;2,842;0,911;0,631;4,179;2,303;4,145;0
7,392;1946,55;140,054;15,219;0,775;0,903;0,296;0,961;0,685;0,894;0,887;0,995;0,978;-0,502;0,89;0,141;1,945;0,502;2,358;0,926;0,706;3,889;1,965;3,998;0
6,943;1734,242;125,906;13,958;0,71;0,903;0,291;0,958;0,624;0,894;0,887;0,995;0,978;-0,496;0,888;0,143;1,906;0,505;2,369;0,921;0,708;3,811;1,973;3,667;0
6,977;2209,17;157,291;15,252;0,813;0,899;0,287;0,918;0,729;0,904;0,896;0,994;0,979;-0,488;0,863;0,113;1,835;0,584;2,124;0,915;0,763;3,67;1,743;4,016;1
11,663;2391,262;160,228;21,202;0,952;0,914;0,443;1,269;0,751;0,83;0,819;0,993;0,966;-0,465;0,936;0,238;2,569;0,273;3,475;0,925;0,512;5,138;2,863;5,539;0
7,292;1884,067;134,7;14,894;0,927;0,883;0,336;1,034;0,812;0,886;0,876;0,994;0,975;-0,48;0,883;0,137;1,949;0,514;2,409;0,912;0,715;3,899;1,964;3,955;0
7,126;1617,429;122,203;14,285;0,696;0,907;0,29;0,957;0,61;0,895;0,887;0,995;0,978;-0,506;0,891;0,14;1,931;0,515;2,347;0,93;0,715;3,862;1,951;3,745;0
7,726;2272,269;153,323;15,737;0,836;0,899;0,356;1,102;0,707;0,87;0,86;0,994;0,973;-0,448;0,884;0,171;2;0,438;2,654;0,91;0,657;4;2,175;4,143;0
8,747;2683,045;177,566;18,251;1,464;0,851;0,513;1,348;1,197;0,834;0,816;0,99;0,962;-0,369;0,854;0,166;2,133;0,418;2,914;0,862;0,643;4,266;2,296;4,929;0
7,836;2247,561;152,323;16,002;0,799;0,905;0,326;1,034;0,691;0,882;0,873;0,994;0,975;-0,486;0,895;0,156;2,009;0,467;2,536;0,919;0,68;4,018;2,095;4,2;0
6,705;2211,366;147,082;14,088;0,701;0,905;0,269;0,899;0,628;0,903;0,897;0,995;0,98;-0,506;0,878;0,13;1,832;0,539;2,183;0,921;0,732;3,665;1,827;3,697;0
9,569;2884,064;186,879;19,307;0,754;0,925;0,314;1,007;0,653;0,881;0,874;0,995;0,976;-0,529;0,93;0,178;2,22;0,379;2,812;0,936;0,608;4,441;2,4;5,015;0
7,791;2293,164;154,363;16,015;0,772;0,908;0,297;0,963;0,682;0,894;0,886;0,995;0,978;-0,52;0,904;0,143;1,995;0,486;2,43;0,925;0,694;3,99;2,032;4,197;0
9,659;2857,686;184,946;19,257;0,777;0,922;0,33;1,041;0,665;0,873;0,867;0,995;0,975;-0,514;0,929;0,192;2,245;0,354;2,903;0,935;0,585;4,49;2,472;5,009;0
6,041;1959,917;133,103;12,736;0,713;0,894;0,255;0,854;0,646;0,912;0,905;0,995;0,981;-0,502;0,857;0,113;1,742;0,589;1,993;0,914;0,766;3,485;1,659;3,362;0
6,695;2064,613;140,618;14,006;0,802;0,892;0,296;0,95;0,712;0,898;0,889;0,994;0,978;-0,487;0,87;0,126;1,842;0,547;2,208;0,911;0,738;3,684;1,818;3,702;0
8,178;2310,369;156,656;16,748;0,92;0,896;0,355;1,084;0,792;0,875;0,865;0,994;0,973;-0,475;0,894;0,156;2,055;0,463;2,595;0,914;0,678;4,109;2,123;4,417;0
6,891;2029,083;138,344;14,187;0,828;0,89;0,307;0,978;0,732;0,893;0,884;0,994;0,977;-0,487;0,879;0,135;1,884;0,52;2,311;0,911;0,719;3,769;1,904;3,754;0
7,918;2358,692;158,828;16,278;0,94;0,891;0,366;1,112;0,803;0,869;0,859;0,993;0,972;-0,449;0,885;0,169;2,021;0,441;2,661;0,906;0,66;4,042;2,178;4,304;0
7,981;2632,571;173,07;16,999;1,275;0,86;0,431;1,2;1,086;0,86;0,846;0,991;0,968;-0,406;0,856;0,147;2,012;0,476;2,607;0,874;0,687;4,025;2,083;4,569;0
7,105;2129,466;143,02;14,58;0,801;0,896;0,305;0,98;0,706;0,891;0,884;0,994;0,977;-0,487;0,883;0,144;1,913;0,502;2,363;0,914;0,706;3,826;1,96;3,845;0
9,793;2763,535;181,607;19,777;1,73;0,839;0,617;1,513;1,346;0,803;0,781;0,988;0,955;-0,334;0,854;0,187;2,298;0,353;3,272;0,851;0,59;4,596;2,538;5,377;0
6,598;2046,031;138,69;13,652;0,858;0,882;0,33;1,033;0,747;0,884;0,875;0,994;0,975;-0,443;0,859;0,145;1,844;0,506;2,367;0,896;0,708;3,688;1,936;3,627;0
6,509;2095,85;139,845;13,525;0,686;0,903;0,271;0,909;0,611;0,902;0,895;0,995;0,98;-0,499;0,875;0,13;1,816;0,54;2,185;0,917;0,732;3,633;1,823;3,553;0
5,948;1814,351;124,634;12,281;0,691;0,894;0,256;0,864;0,623;0,91;0,903;0,995;0,981;-0,502;0,863;0,118;1,747;0,572;2,046;0,915;0,755;3,493;1,707;3,243;0
8,298;2581,475;176,687;17,802;0,845;0,909;0,324;1,01;0,739;0,89;0,88;0,994;0,976;-0,506;0,895;0,127;2,015;0,531;2,391;0,927;0,727;4,029;1,951;4,662;1
8,293;2301,626;161,292;17,407;0,556;0,938;0,226;0,803;0,504;0,916;0,911;0,996;0,983;-0,586;0,914;0,12;2,02;0,537;2,18;0,954;0,73;4,04;1,872;4,491;0
6,874;2055,107;144,048;14,676;0,728;0,905;0,252;0,841;0,663;0,914;0,908;0,995;0,981;-0,527;0,87;0,109;1,84;0,597;1,984;0,933;0,771;3,681;1,656;3,851;0
8,506;2427,443;169,298;18,156;0,75;0,921;0,275;0,904;0,672;0,905;0,897;0,995;0,979;-0,546;0,899;0,12;2,038;0,551;2,206;0,945;0,741;4,077;1,837;4,726;0
7,415;2208,461;156,343;16,064;0,685;0,918;0,237;0,803;0,627;0,92;0,913;0,995;0,982;-0,557;0,881;0,102;1,889;0,607;1,943;0,944;0,778;3,779;1,63;4,187;0
11,018;3265,751;217,648;23,938;1,713;0,866;0,487;1,249;1,471;0,858;0,842;0,989;0,965;-0,445;0,885;0,128;2,337;0,484;2,685;0,907;0,694;4,674;2,112;6,413;0
7,105;2267,882;157,44;15,537;0,628;0,922;0,216;0,75;0,58;0,927;0,921;0,996;0,984;-0,576;0,877;0,092;1,838;0,634;1,817;0,946;0,795;3,676;1,531;4,041;0
11,166;2593,59;174,752;21,938;0,659;0,942;0,29;0,963;0,573;0,89;0,883;0,995;0,978;-0,58;0,943;0,16;2,418;0,417;2,717;0,96;0,64;4,836;2,316;5,649;0
6,545;2033,555;142,83;14,12;0,692;0,907;0,234;0,791;0,636;0,921;0,915;0,995;0,983;-0,538;0,864;0,1;1,785;0,621;1,876;0,933;0,787;3,571;1,573;3,703;0
7,633;2287,925;159,552;16,407;0,607;0,929;0,229;0,8;0,553;0,919;0,913;0,996;0,983;-0,569;0,891;0,108;1,919;0,589;1,992;0,95;0,766;3,838;1,685;4,253;0
10,361;3048,314;213,324;22,779;0,735;0,937;0,283;0,924;0,654;0,902;0,894;0,995;0,979;-0,561;0,913;0,119;2,202;0,545;2,302;0,954;0,737;4,405;1,912;5,879;1
7,021;1773,094;129,14;14,315;0,817;0,892;0,307;0,98;0,721;0,892;0,884;0,994;0,977;-0,489;0,881;0,138;1,91;0,518;2,327;0,918;0,718;3,819;1,921;3,783;0
5,938;1451,019;109,7;12,025;0,749;0,883;0,278;0,913;0,67;0,903;0,895;0,995;0,979;-0,478;0,856;0,125;1,766;0,562;2,113;0,912;0,747;3,532;1,748;3,194;0
5,933;1531,367;113,548;12,147;0,774;0,88;0,28;0,913;0,694;0,903;0,896;0,995;0,979;-0,477;0,851;0,121;1,758;0,575;2,074;0,91;0,756;3,516;1,71;3,23;0
7,185;1950,057;141,351;15,159;0,641;0,919;0,244;0,834;0,58;0,915;0,908;0,995;0,982;-0,557;0,888;0,107;1,886;0,591;2,019;0,944;0,768;3,771;1,687;3,95;0
8,521;2016,898;146,188;17,243;0,694;0,923;0,298;0,978;0,604;0,891;0,883;0,995;0,977;-0,528;0,911;0,146;2,094;0,485;2,476;0,942;0,694;4,188;2,066;4,484;0
12,165;2703,803;183,885;25,733;7,265;0,56;1,421;2,157;5,241;0,713;0,672;0,955;0,91;-0,163;0,705;0,122;2,747;0,31;3,901;0,658;0,554;5,495;2,824;8,249;0
6,945;1742,005;122,124;13,405;0,702;0,901;0,283;0,938;0,619;0,893;0,887;0,995;0,978;-0,524;0,912;0,161;1,941;0,434;2,525;0,923;0,652;3,883;2,15;3,527;0
11,601;1897,337;131,019;19,96;1,3;0,878;0,588;1,501;0,948;0,784;0,766;0,99;0,955;-0,381;0,91;0,271;2,634;0,23;3,783;0,894;0,467;5,267;2,984;5,315;0
7,513;1725,733;127,702;14,954;1,052;0,869;0,404;1,18;0,887;0,86;0,848;0,993;0,97;-0,419;0,872;0,167;2,009;0,446;2,704;0,893;0,665;4,019;2,173;4,001;0
8,611;1982,823;147,776;17,42;0,917;0,9;0,371;1,127;0,776;0,866;0,856;0,994;0,972;-0,458;0,896;0,173;2,118;0,43;2,748;0,923;0,651;4,236;2,246;4,584;1
7,235;1536,781;115,048;13,96;0,687;0,906;0,307;1,006;0,591;0,884;0,876;0,995;0,976;-0,492;0,899;0,163;1,979;0,45;2,538;0,927;0,666;3,958;2,115;3,662;0
8,817;2712,347;181,204;18,556;0,674;0,93;0,247;0,84;0,611;0,911;0,906;0,995;0,982;-0,579;0,924;0,13;2,085;0,483;2,371;0,947;0,691;4,17;2,055;4,807;0
9,528;2998,01;198,272;20,457;1,427;0,87;0,47;1,259;1,203;0,852;0,836;0,99;0,966;-0,415;0,872;0,146;2,184;0,46;2,744;0,886;0,676;4,368;2,178;5,471;0
6,977;2088,396;146,031;14,719;0,638;0,917;0,259;0,882;0,569;0,906;0,899;0,996;0,98;-0,516;0,88;0,126;1,859;0,551;2,154;0,931;0,74;3,718;1,805;3,839;0
7,759;2311,98;160,446;16,494;0,643;0,925;0,256;0,874;0,576;0,907;0,901;0,995;0,981;-0,54;0,895;0,124;1,949;0,547;2,189;0,939;0,737;3,897;1,841;4,284;0
10,751;3190,881;207,453;22,359;0,678;0,941;0,229;0,784;0,623;0,92;0,915;0,996;0,983;-0,634;0,946;0,115;2,309;0,451;2,441;0,957;0,665;4,618;2,151;5,759;0
7,582;2188,99;153,483;15,974;0,81;0,903;0,316;1,002;0,709;0,889;0,88;0,994;0,976;-0,482;0,88;0,137;1,947;0,521;2,35;0,921;0,72;3,894;1,929;4,196;0
11,198;3114,433;204,91;22,265;0,622;0,946;0,313;1,018;0,521;0,874;0,868;0,995;0,976;-0,536;0,944;0,198;2,406;0,322;3,049;0,953;0,553;4,811;2,623;5,722;1
6,408;1494,476;113,791;12,814;0,815;0,88;0,335;1,052;0,701;0,88;0,87;0,994;0,975;-0,436;0,857;0,151;1,846;0,501;2,397;0,903;0,705;3,692;1,952;3,407;0
5,821;1458,555;109,325;11,749;0,7;0,888;0,258;0,868;0,632;0,909;0,902;0,995;0,981;-0,499;0,865;0,124;1,749;0,557;2,09;0,918;0,743;3,498;1,753;3,112;0
12,469;3929,528;249,942;25,943;0,539;0,959;0,289;0,978;0,454;0,884;0,877;0,996;0,977;-0,572;0,949;0,174;2,474;0,378;2,895;0,963;0,608;4,947;2,49;6,62;1
9,141;2299,739;158,477;18,257;1,645;0,835;0,582;1,462;1,302;0,812;0,791;0,989;0,957;-0,344;0,855;0,188;2,233;0,369;3,174;0,849;0,603;4,467;2,473;4,975;0
7,237;1706,239;126,894;14,386;0,796;0,895;0,327;1,038;0,687;0,879;0,871;0,994;0,975;-0,462;0,886;0,172;1,96;0,441;2,579;0,92;0,658;3,919;2,145;3,796;0
12,119;2177,502;150,446;22,544;1,546;0,872;0,566;1,448;1,221;0,814;0,795;0,989;0,958;-0,42;0,913;0,195;2,621;0,336;3,391;0,91;0,575;5,242;2,647;6,022;0
8,286;1723,441;128,668;15,822;0,594;0,928;0,233;0,815;0,539;0,914;0,91;0,996;0,982;-0,615;0,946;0,127;2,116;0,404;2,549;0,949;0,621;4,233;2,237;4,104;0
6,009;1443,906;106,089;11,686;0,601;0,902;0,302;1,005;0,508;0,884;0,875;0,995;0,977;-0,444;0,859;0,157;1,799;0,497;2,353;0,911;0,701;3,599;1,944;3,072;0
6,929;1463,524;109,173;13,013;0,617;0,909;0,252;0,867;0,552;0,906;0,901;0,996;0,981;-0,56;0,926;0,138;1,957;0,426;2,51;0,93;0,642;3,914;2,17;3,407;0
9,207;2383,04;163,278;18,592;1,408;0,859;0,5;1,333;1,152;0,836;0,819;0,99;0,963;-0,398;0,877;0,175;2,216;0,403;2,996;0,876;0,631;4,432;2,37;5;0
6,786;1697,131;123,398;13,633;0,989;0,865;0,375;1,12;0,846;0,871;0,859;0,993;0,972;-0,421;0,859;0,155;1,904;0,481;2,528;0,886;0,691;3,808;2,042;3,655;0
8,692;2276,028;155,728;17,399;1,525;0,839;0,547;1,413;1,222;0,821;0,802;0,989;0,96;-0,353;0,855;0,186;2,173;0,381;3,092;0,851;0,613;4,347;2,423;4,731;0
7,711;2038,952;143,879;15,646;1,116;0,867;0,439;1,244;0,92;0,85;0,836;0,992;0,967;-0,39;0,859;0,167;2,02;0,44;2,777;0,876;0,66;4,039;2,209;4,191;0
5,806;1473,727;108,428;11,647;0,761;0,877;0,281;0,92;0,68;0,902;0,894;0,995;0,979;-0,481;0,861;0,126;1,756;0,554;2,145;0,904;0,742;3,513;1,775;3,102;0
6,852;1763,021;128,466;13,986;0,897;0,879;0,332;1,028;0,785;0,886;0,877;0,994;0,975;-0,464;0,873;0,138;1,892;0,513;2,392;0,901;0,714;3,784;1,952;3,721;0
6,532;1638,853;124,084;13,532;0,478;0,932;0,172;0,631;0,446;0,942;0,937;0,997;0,987;-0,643;0,906;0,073;1,808;0,61;1,825;0,954;0,779;3,616;1,584;3,503;0
7,702;1808,381;134,424;15,592;0,769;0,906;0,313;1,007;0,669;0,887;0,878;0,995;0,976;-0,494;0,894;0,149;1,999;0,489;2,459;0,929;0,696;3,998;2,034;4,09;0
10,393;2775,25;195,126;22,048;0,859;0,925;0,335;1,04;0,745;0,884;0,874;0,994;0,975;-0,532;0,918;0,137;2,257;0,494;2,557;0,947;0,701;4,515;2,095;5,727;1
9,923;2862,331;190,894;20,603;0,765;0,928;0,272;0,894;0,688;0,904;0,898;0,995;0,98;-0,578;0,933;0,135;2,228;0,45;2,534;0,947;0,666;4,456;2,184;5,342;0
7,479;2042,078;145,322;15,553;0,65;0,92;0,254;0,866;0,584;0,908;0,902;0,995;0,981;-0,543;0,898;0,126;1,937;0,533;2,22;0,939;0,727;3,875;1,881;4,051;0
5,926;1778,605;127,697;12,64;0,67;0,899;0,223;0,761;0,619;0,926;0,92;0,996;0,984;-0,538;0,855;0,093;1,713;0,64;1,794;0,929;0,799;3,425;1,505;3,328;0
7,802;2461,218;166,158;16,628;0,688;0,921;0,229;0,78;0,633;0,922;0,917;0,995;0,983;-0,591;0,911;0,108;1,954;0,544;2,123;0,946;0,735;3,907;1,835;4,329;0
5,42;1619,523;116,586;11,444;0,639;0,894;0,213;0,733;0,592;0,929;0,924;0,996;0,984;-0,535;0,841;0,087;1,649;0,664;1,688;0,924;0,814;3,298;1,413;3,021;0
7,616;1972,025;142,033;15,631;0,64;0,921;0,264;0,897;0,568;0,903;0,897;0,995;0,98;-0,538;0,903;0,135;1,967;0,513;2,312;0,94;0,713;3,934;1,954;4,068;0
6,777;1894,241;136,458;14,221;0,769;0,897;0,287;0,931;0,685;0,901;0,893;0,995;0,979;-0,495;0,871;0,121;1,848;0,562;2,172;0,919;0,748;3,696;1,791;3,748;0
9,382;2148,027;155,307;18,905;0,71;0,928;0,242;0,814;0,649;0,917;0,912;0,995;0,982;-0,618;0,939;0,114;2,198;0,468;2,396;0,954;0,678;4,397;2,08;4,904;0
10,317;2357,425;166,038;20,609;0,709;0,934;0,296;0,971;0,619;0,89;0,883;0,995;0,978;-0,558;0,933;0,154;2,311;0,437;2,646;0,951;0,656;4,622;2,245;5,329;0
12,428;2690,128;182,5;24,379;1,788;0,863;0,627;1,522;1,39;0,803;0,78;0,987;0,954;-0,382;0,892;0,18;2,604;0,352;3,38;0,888;0,59;5,208;2,615;6,542;0
7,166;1924,54;140,15;15,16;0,701;0,912;0,249;0,834;0,638;0,915;0,909;0,995;0,982;-0,555;0,883;0,104;1,885;0,599;1,978;0,941;0,773;3,769;1,646;3,965;0
8,465;1982,831;146,411;17,353;0,771;0,915;0,312;1,002;0,672;0,889;0,88;0,995;0,976;-0,509;0,899;0,14;2,078;0,504;2,421;0,935;0,708;4,157;1,996;4,531;0
8,545;2289,158;164,634;18,316;1,276;0,87;0,418;1,148;1,099;0,873;0,858;0,991;0,97;-0,442;0,866;0,117;2,07;0,535;2,446;0,908;0,731;4,14;1,926;4,898;0
9,03;2069,593;150,447;18,267;0,829;0,913;0,345;1,075;0,708;0,876;0,866;0,994;0,974;-0,492;0,902;0,155;2,161;0,469;2,591;0,932;0,682;4,322;2,122;4,774;0
6,228;2109,466;143,615;13,53;0,661;0,907;0,216;0,741;0,613;0,928;0,923;0,996;0,984;-0,557;0,862;0,088;1,735;0,645;1,763;0,932;0,802;3,47;1,482;3,548;0
7,489;2334,586;160,606;16,15;0,632;0,925;0,232;0,801;0,577;0,919;0,913;0,996;0,983;-0,574;0,892;0,103;1,9;0,597;1,977;0,945;0,771;3,8;1,663;4,195;0
6,64;2093,837;146,137;14,334;0,701;0,907;0,244;0,819;0,64;0,918;0,911;0,995;0,982;-0,531;0,867;0,102;1,798;0,611;1,935;0,928;0,78;3,596;1,614;3,759;0
8,479;2353,188;163,243;17,715;0,775;0,916;0,303;0,977;0,681;0,893;0,884;0,995;0,977;-0,52;0,902;0,136;2,06;0,508;2,396;0,933;0,71;4,12;1,984;4,622;0
9,816;2663,316;183,196;20,598;0,894;0,917;0,345;1,059;0,772;0,882;0,871;0,994;0,974;-0,517;0,909;0,136;2,211;0,496;2,522;0,94;0,702;4,423;2,053;5,373;0
7,447;2329,352;160,69;16,123;0,595;0,929;0,224;0,782;0,544;0,922;0,916;0,996;0,983;-0,579;0,889;0,098;1,888;0,611;1,918;0,948;0,78;3,776;1,612;4,18;0
6,578;2050,779;143,273;14,129;0,687;0,907;0,24;0,809;0,628;0,919;0,912;0,995;0,982;-0,537;0,869;0,101;1,794;0,61;1,928;0,928;0,78;3,588;1,612;3,704;0
8,769;2543,353;175,016;18,695;0,776;0,92;0,28;0,911;0,696;0,904;0,896;0,995;0,979;-0,557;0,906;0,119;2,071;0,543;2,241;0,945;0,735;4,142;1,864;4,868;0
11,289;3259,009;216,047;24,052;1,467;0,885;0,476;1,262;1,237;0,854;0,837;0,99;0,965;-0,454;0,897;0,138;2,376;0,461;2,788;0,915;0,677;4,751;2,202;6,38;0
9,928;3077,713;202,675;21,206;0,747;0,932;0,243;0,812;0,685;0,917;0,912;0,995;0,982;-0,614;0,93;0,114;2,194;0,51;2,272;0,955;0,711;4,388;1,963;5,488;0
8,207;2134,936;152,797;16,944;0,707;0,92;0,297;0,976;0,617;0,891;0,883;0,995;0,977;-0,51;0,9;0,149;2,037;0,488;2,438;0,938;0,696;4,073;2,035;4,413;0
5,707;1668,155;120,011;11,938;0,643;0,898;0,233;0,803;0,588;0,919;0,913;0,996;0,983;-0,506;0,848;0,107;1,698;0,609;1,885;0,922;0,779;3,396;1,582;3,145;0
6,755;2200,534;151,021;14,537;0,61;0,919;0,235;0,815;0,554;0,917;0,911;0,996;0,982;-0,538;0,876;0,109;1,809;0,591;1,989;0,934;0,767;3,619;1,672;3,787;0
6,234;1811,584;129,73;13,085;0,638;0,907;0,242;0,834;0,579;0,914;0,908;0,996;0,982;-0,511;0,863;0,117;1,767;0,581;2,003;0,929;0,76;3,534;1,683;3,431;0
7,741;2183,507;154,023;16,302;0,725;0,915;0,281;0,927;0,645;0,901;0,893;0,995;0,979;-0,524;0,893;0,127;1,961;0,537;2,259;0,933;0,731;3,923;1,877;4,257;0
7,837;2103,637;149,753;16,21;0,691;0,918;0,283;0,943;0,609;0,896;0,889;0,995;0,978;-0,514;0,898;0,144;1,989;0,495;2,382;0,936;0,7;3,978;1,999;4,225;0
8,826;2709,961;183,333;18,947;1,312;0,87;0,439;1,21;1,117;0,861;0,846;0,991;0,968;-0,419;0,867;0,142;2,102;0,481;2,635;0,889;0,691;4,203;2,099;5,065;0
